similarity,sentence1,sentence2
1,jockey blue helmet red shirt white pants riding race horse sparkasse signs background,jockey riding race horse kentucky derby
0,jockey blue helmet red shirt white pants riding race horse sparkasse signs background,man riding bicycle signs background
2,young man red hat gray shirt jeans performs trick air skateboard,young man wearing hat
1,young man red hat gray shirt jeans performs trick air skateboard,young man hunters hat
0,young man red hat gray shirt jeans performs trick air skateboard,young man wearing nothing head
0,girl green looks camera stands front huge crowd indescript faces,boy looks camera
2,girl green looks camera stands front huge crowd indescript faces,girl looks camera
1,girl green looks camera stands front huge crowd indescript faces,girl looks front mothers camera
0,dark colored man receives felicitations white colored woman seen another white colored man,man alone bathroom
1,dark colored man receives felicitations white colored woman seen another white colored man,man got married engaged lady congratulating
1,dark colored man receives felicitations white colored woman seen another white colored man,man wearing pants
0,dark colored man receives felicitations white colored woman seen another white colored man,lady scolding man
2,dark colored man receives felicitations white colored woman seen another white colored man,least 3 people
2,several horsemen riding past carrying flags,men riding horses
1,several horsemen riding past carrying flags,men racing horses finish line
0,several horsemen riding past carrying flags,horses stables
1,three men two women stand facing ocean shore sunny day,people stand ocean waves
2,three men two women stand facing ocean shore sunny day,people stand facing ocean
2,costumed man stands tall crowd contemporaries midst party white room furnished overhead lights grayscale painting wall behind,someone dressed costume stands white room wall behind
2,costumed man stands tall crowd contemporaries midst party white room furnished overhead lights grayscale painting wall behind,person dressed costume stands white room painting wall
1,costumed man stands tall crowd contemporaries midst party white room furnished overhead lights grayscale painting wall behind,someone fun
1,woman nibbles food item hands,woman nibbles peanuts hand
0,woman nibbles food item hands,man nibbles food table
2,woman nibbles food item hands,woman nibbles food hand
2,woman black pants looking cellphone,woman looking phone
1,woman black pants looking cellphone,younger woman looking phone
0,woman black pants looking cellphone,man looking phone
2,child dressed blue jeans rolled cuffs pink hoodie waits outdoors foot stairs axe,child waits stairs
1,child dressed blue jeans rolled cuffs pink hoodie waits outdoors foot stairs axe,child waits stairs haunted house
0,child dressed blue jeans rolled cuffs pink hoodie waits outdoors foot stairs axe,child green hoodie waits couch
0,sitting edge fountain,persons smoking cigarettes local bar
2,sitting edge fountain,persons seated fountains edge
1,sitting edge fountain,fountain splashing persons seated
0,black white dog prepares catch frisbee,black white cat prepares catch frisbee
1,black white dog prepares catch frisbee,black white husky prepares catch frisbee
2,black white dog prepares catch frisbee,dog prepares catch frisbee
2,man bear suit holding head costume hand stands back crowd,man bear suit
0,man bear suit holding head costume hand stands back crowd,fish bowl
2,group men riding bicycles line,men riding together
0,group men riding bicycles line,people dont know ride bike
1,group men riding bicycles line,men riding pleasure
0,shirtless man cooking outdoor grill,someone using microwave
2,shirtless man cooking outdoor grill,someone grilling
1,shirtless man cooking outdoor grill,someone grilling burgers
1,person riding bicycle flying air,boy tricks bike
1,person riding bicycle flying air,boy double flip bike
0,person riding bicycle flying air,boy playing soccer
2,three young girls walking hand hand crowd people,girls holding hands
0,three young girls walking hand hand crowd people,girl walks neighborhood
1,three young girls walking hand hand crowd people,group girls try make way crowd concert
2,small girl learning fold clothes,girl folding clothes
1,small girl learning fold clothes,girl folding clothes pack suitcase vacation
0,small girl learning fold clothes,boy playing toy trick
2,little girl pink dora shirt pink hat pink lei around neck cleaning rocks toothbrush white plastic tub,girl age 18 years old
0,little girl pink dora shirt pink hat pink lei around neck cleaning rocks toothbrush white plastic tub,girl asleep bottom ocean
1,little girl pink dora shirt pink hat pink lei around neck cleaning rocks toothbrush white plastic tub,girl brown hair
