similarity,sentence1,sentence2
neutral,Small boy dancing in a water sprinkler near a building.,The boy is having fun.
contradiction,Small boy dancing in a water sprinkler near a building.,A young girl plays in a sprinkler.
entailment,Small boy dancing in a water sprinkler near a building.,A boy getting wet from the sprinklers.
entailment,Small boy dancing in a water sprinkler near a building.,A small boy plays around a sprinkler.
entailment,Small boy dancing in a water sprinkler near a building.,A child is outside.
neutral,Small boy dancing in a water sprinkler near a building.,The water sprinkler was large.
entailment,Small boy dancing in a water sprinkler near a building.,The boy is dancing.
contradiction,Small boy dancing in a water sprinkler near a building.,A boy sitting in water sprinklers.
neutral,Small boy dancing in a water sprinkler near a building.,"Due to the extreme heat, the boy is dancing in the sprinklers."
neutral,Small boy dancing in a water sprinkler near a building.,A child is enjoying the warm weather.
contradiction,Small boy dancing in a water sprinkler near a building.,A child is building a snowman
entailment,Small boy dancing in a water sprinkler near a building.,The boy was dancing.
contradiction,A young man makes an astonished face as he turns to the cameraman just outside his kitchen.,The cameraman is inside the young man's kitchen.
entailment,A young man makes an astonished face as he turns to the cameraman just outside his kitchen.,There is a cameraman outside the man's kitchen.
neutral,A young man makes an astonished face as he turns to the cameraman just outside his kitchen.,The cameraman sees the young man make a face at him.
neutral,a young blond man sitting at a table with a brick wall in the background,a happy young blond man sitting at a table with a brick wall in the background
contradiction,a young blond man sitting at a table with a brick wall in the background,a young redhead man standing by a table with a brick wall in the background
entailment,a young blond man sitting at a table with a brick wall in the background,a man sitting at a table.
contradiction,A band is performing on stage.,There is a band watching others perform
neutral,A band is performing on stage.,There is a band performing in front of a large crowd
entailment,A band is performing on stage.,There is a band performing
contradiction,A young boy appears to be hammering metal on top of an anvil.,A man is playing with some string.
neutral,A young boy appears to be hammering metal on top of an anvil.,A blacksmith is forging a sword.
entailment,A young boy appears to be hammering metal on top of an anvil.,A man is using a hammer on some metal.
contradiction,These men are hard at work.,These men are scuba diving.
entailment,These men are hard at work.,These men are breathing.
neutral,These men are hard at work.,These men are building a bridge.
entailment,A topless child playing in falling water.,There is running water.
neutral,A topless child playing in falling water.,The child is playing outside.
contradiction,A topless child playing in falling water.,The child is sitting in her bed.
contradiction,Two men are sitting next to each other near to a vending machine.,Two men are standing next to each other near a picnic table.
neutral,Two men are sitting next to each other near to a vending machine.,Two men are sitting next to each other near a picnic table.
entailment,Two men are sitting next to each other near to a vending machine.,Two men are sitting next to each other.
neutral,"A woman in a mermaid costume stands on a city street, in front of a red telephone booth.",The woman just left a party.
entailment,"A woman in a mermaid costume stands on a city street, in front of a red telephone booth.",The woman is in a costume.
contradiction,"A woman in a mermaid costume stands on a city street, in front of a red telephone booth.",The woman is naked.
entailment,"Looking down, a man and woman sit by a trailer looking at provocative material.",A man is looking at provocative material.
neutral,"Looking down, a man and woman sit by a trailer looking at provocative material.",A couple is looking at a magazine.
contradiction,"Looking down, a man and woman sit by a trailer looking at provocative material.",A man and woman are sleeping by a trailer.
neutral,Two people in red shirts sitting in chairs outside of a small trailer.,People are enjoying a camping trip.
entailment,Two people in red shirts sitting in chairs outside of a small trailer.,People are sitting outside a trailer.
contradiction,Two people in red shirts sitting in chairs outside of a small trailer.,A girl is sitting at a desk.
neutral,Two men sitting down outside and looking at a magazine picture of a woman in a bikini.,Some old men are looking at inappropriate pictures of women.
