similarity,sentence1,sentence2
2,two girls drink champagne arms crossed,two girls drinking beverage
1,two girls drink champagne arms crossed,two girls party
0,two girls drink champagne arms crossed,two girls passed home
0,man woman talking laughing,two people walking away
2,man woman talking laughing,man woman enjoying time together
1,man woman talking laughing,husband wife spending time
0,dog catching frisbee midair girl watches side,dog sleeping near fireplace
1,dog catching frisbee midair girl watches side,dog tired jumping
2,dog catching frisbee midair girl watches side,dog playing catch
0,man dressed orange colored robe wearing sandals sitting bench outside building,guy racing car
2,man dressed orange colored robe wearing sandals sitting bench outside building,guy sitting bench
1,man dressed orange colored robe wearing sandals sitting bench outside building,guy sitting bench five friends
0,college girls hanging shop,girls hanging dorm room
1,college girls hanging shop,girls wearing black coats
2,college girls hanging shop,girls shop
1,three women standing store,group friends shopping
0,three women standing store,guy passes street
2,three women standing store,small group women store
1,three girls store one writing wall,girls clothing store
2,three girls store one writing wall,girls inside
0,three girls store one writing wall,girls school
1,young lady striped shirt waiting young lady blondhair writing,woman waiting prescription written
0,young lady striped shirt waiting young lady blondhair writing,group people hanging work
2,young lady striped shirt waiting young lady blondhair writing,two women one writing
0,western hobo clown wears microphone entertains,clown drinking beer alone
1,western hobo clown wears microphone entertains,clown talented
2,western hobo clown wears microphone entertains,clown wearing mic
1,man stage hands air holding wrist,skateboard black
0,man stage hands air holding wrist,child sleep
0,root np np nnp peopl,np np nnp e nnp pp np nnp grass
2,people motorbikes coming around turn,people motorcycles
0,people motorbikes coming around turn,people walking mall
1,people motorbikes coming around turn,people racing motorbikes
0,two people performing stage one front microphone another playing guitar,two people locked jail cell posessions
2,two people performing stage one front microphone another playing guitar,two people performing
1,two people performing stage one front microphone another playing guitar,two famous people performing
0,young man sitting bench front building,man sitting moon
1,young man sitting bench front building,man waiting wife
2,young man sitting bench front building,man sitting outside
0,man wearing large crown sitting desk raising item head,man bare bald head standing outside
2,man wearing large crown sitting desk raising item head,man sitting desk
1,man wearing large crown sitting desk raising item head,actor pretending king
1,performer strikes odd pose stage,actor made silly face posed stage
0,performer strikes odd pose stage,performer juggling flaming chainsaws
2,performer strikes odd pose stage,performer posed stage
2,large group people sitting room watching something,child
0,large group people sitting room watching something,boys angry
1,large group people sitting room watching something,grass green
2,couple watch upside breakdancing boys,boys dancing together
1,couple watch upside breakdancing boys,couple holding hands
0,couple watch upside breakdancing boys,couple sleeping hotel
1,two men black shirts handstands stage,two men black shirts handstands stage onlookers pass
0,two men black shirts handstands stage,one man one woman wearing black shirts handstands stage
1,two men black shirts handstands stage,acrobats routine audience
1,two men black shirts handstands stage,two men unable walk legs gotten accustomed using hands
2,two men black shirts handstands stage,two men performing stage
2,two men black shirts handstands stage,two men wearing black shirts stage
1,two men black shirts handstands stage,two gymnasts practicing routine
0,two men black shirts handstands stage,men arms
